BMT,Astoria,Astoria-Ditmars Blvd,40.775036,-73.912034,N,Q,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,31st St,23rd Ave,NW,1,40.775149,-73.912074,"(40.775036, -73.912034)","(40.775149, -73.912074)"
BMT,Astoria,Astoria-Ditmars Blvd,40.775036,-73.912034,N,Q,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,31st St,23rd Ave,NW,2,40.774938,-73.912337,"(40.775036, -73.912034)","(40.774938, -73.912337)"
BMT,Brighton,Brighton-7th Av,40.67705,-73.972367,B,Q,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,Carlton Ave,Park Pl,SE,2,40.677324,-73.972212,"(40.67705, -73.972367)","(40.677324, -73.972212)"
BMT,Brighton,Brighton-7th Av,40.67705,-73.972367,B,Q,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,Flatbush Ave,Park Pl,SW,2,40.677365,-73.972788,"(40.67705, -73.972367)","(40.677365, -73.972788)"
BMT,Brighton,Brighton-Atlantic Av,40.68446,-73.97689,B,Q,D,N,R,2,3,4,5,,,Easement,YES,,YES,NONE,,TRUE,,TRUE,Ashland Pl,Hanson Pl,NE,2,40.685222,-73.977628,"(40.68446, -73.97689)","(40.685222, -73.977628)"
BMT,Brighton,Brighton-Av H,40.62927,-73.961639,B,Q,,,,,,,,,,Stair,NO,Yes,NO,NONE,,FALSE,,TRUE,15th St,Avenue H,SE,2,40.629884,-73.961882,"(40.62927, -73.961639)","(40.629884, -73.961882)"
BMT,Brighton,Brighton-Av H,40.62927,-73.961639,B,Q,,,,,,,,,,Door,YES,,YES,FULL,,FALSE,,TRUE,16th St,Avenue H,SW,2,40.62993,-73.961477,"(40.62927, -73.961639)","(40.629930, -73.961477)"
BMT,Brighton,Brighton-Av J,40.625039,-73.960803,B,Q,,,,,,,,,,Stair,YES,,NO,NONE,,FALSE,,TRUE,15th St,Avenue J,NE,2,40.625307,-73.960969,"(40.625039, -73.960803)","(40.625307, -73.960969)"
BMT,Brighton,Brighton-Av J,40.625039,-73.960803,B,Q,,,,,,,,,,Door,YES,,YES,FULL,,FALSE,,TRUE,15th St,Avenue J,SE,2,40.62513,-73.960792,"(40.625039, -73.960803)","(40.625130, -73.960792)"
BMT,Brighton,Brighton-Av J,40.625039,-73.960803,B,Q,,,,,,,,,,Stair,NO,,NO,NONE,,FALSE,,TRUE,East 16 St,Avenue J,NW,2,40.625363,-73.960654,"(40.625039, -73.960803)","(40.625363, -73.960654)"
BMT,Brighton,Brighton-Av M,40.617618,-73.959399,B,Q,,,,,,,,,,Door,YES,,YES,FULL,,FALSE,,TRUE,15th St,Avenue M,SE,2,40.617928,-73.959454,"(40.617618, -73.959399)","(40.617928, -73.959454)"
